response_var,error,r2,rmse,mae,run
AADT_MDV,0.0,0.9927638862777596,95.78152371723219,13.213122104183482,9
AADT_MDV,0.001,0.9860282920212383,132.74878247551638,20.67752545614819,9
AADT_MDV,0.002,0.9834504313437198,145.2394459445988,25.493407587450953,9
AADT_MDV,0.003,0.9800444790847535,159.2570689313113,29.410209035994423,9
AADT_MDV,0.004,0.9769150913756162,171.20386291114832,33.0210002713807,9
AADT_MDV,0.005,0.9745110900802266,179.5763119711254,36.10065369932166,9
AADT_MDV,0.006,0.9718572735630018,189.76207970062322,39.34515221186016,9
AADT_MDV,0.007,0.9685504574546627,200.76514354297382,42.20826113209111,9
AADT_MDV,0.008,0.9661673884585141,207.44235469385276,44.40237358025881,9
AADT_MDV,0.009000000000000001,0.9638500625180982,215.34462700044523,46.83619892595573,9
AADT_MDV,0.01,0.9637964245503275,214.48093942395687,49.376278153455,9
AADT_MDV,0.015,0.9537087007382788,242.30219357348838,58.0436826051509,9
AADT_MDV,0.019999999999999997,0.947997082387798,259.5643121970023,66.16430746068178,9
AADT_MDV,0.024999999999999998,0.9445218282739523,265.46048582267235,72.11776909295403,9
AADT_MDV,0.03,0.9358242287156006,286.76486688127727,77.70470396423131,9
AADT_MDV,0.034999999999999996,0.9324910991910901,293.73918560008474,82.08393203396768,9
AADT_MDV,0.039999999999999994,0.9332739525403606,291.6346879315483,85.55781477626002,9
AADT_MDV,0.045,0.9254033052345165,306.8124662977691,89.6614148018308,9
AADT_MDV,0.049999999999999996,0.9251143109765498,309.70546193533306,93.0148838250845,9
AADT_MDV,0.05499999999999999,0.9215480977824793,316.00422765558335,95.50578067978145,9
AADT_MDV,0.05999999999999999,0.92077739593729,318.894620102392,98.38422476272208,9
AADT_MDV,0.06499999999999999,0.9168636540174627,327.34583671818785,101.60980580682288,9
AADT_MDV,0.06999999999999999,0.9141882675450521,330.726250322452,104.25711153141073,9
AADT_MDV,0.07499999999999998,0.9105307407497051,337.15637920723117,106.06273559847816,9
AADT_MDV,0.07999999999999999,0.9074609557742119,343.91235669653577,108.76212631553206,9
AADT_MDV,0.08499999999999998,0.906403549218834,344.9419666530371,110.56641271639907,9
AADT_MDV,0.08999999999999998,0.9074565888362759,342.7110370014418,111.99246969135035,9
AADT_MDV,0.09499999999999999,0.9036226560082213,351.1429463449241,114.55557417850096,9
AADT_HDV,0.0,0.9964940450199008,143.27886616019927,16.6644867248342,9
AADT_HDV,0.001,0.9933376761842057,198.21675044315714,24.780308293089714,9
AADT_HDV,0.002,0.9902608516037076,239.10219641789232,31.044874164225703,9
AADT_HDV,0.003,0.9889455522471472,255.39915480947494,36.26596891083224,9
AADT_HDV,0.004,0.9867550012743972,279.9449133436448,41.415662661568724,9
AADT_HDV,0.005,0.9852858024223343,294.4195981354358,45.9657074923307,9
AADT_HDV,0.006,0.9830274177923708,316.9290121632066,50.30978313144957,9
AADT_HDV,0.007,0.9815908182135229,329.89784680716855,54.66481011424534,9
AADT_HDV,0.008,0.9795957070712957,346.6093639019951,58.914693026478524,9
AADT_HDV,0.009000000000000001,0.9780273040709994,360.57725129564085,62.664245109048515,9
AADT_HDV,0.01,0.9760026204876676,376.62685657522087,66.35439709103466,9
AADT_HDV,0.015,0.9712865447303993,413.79408886159524,81.46652481396393,9
AADT_HDV,0.019999999999999997,0.9660952618140405,447.548393832485,93.2466453337263,9
AADT_HDV,0.024999999999999998,0.9625125281094684,468.7690518564135,103.5308465317466,9
AADT_HDV,0.03,0.9573142246666482,502.3329295501963,113.02969354830077,9
AADT_HDV,0.034999999999999996,0.9548176863537379,515.83930384359,120.40320433306623,9
AADT_HDV,0.039999999999999994,0.9530852164415051,527.3220668802065,127.32439296337888,9
AADT_HDV,0.045,0.9508797764881405,537.529789756472,133.5723559594463,9
AADT_HDV,0.049999999999999996,0.9489053889115435,549.0898325676031,138.71201388209738,9
AADT_HDV,0.05499999999999999,0.9451155350664878,570.0177676437245,145.70966076208376,9
AADT_HDV,0.05999999999999999,0.9450551351960961,570.5328996655461,149.06612642322128,9
AADT_HDV,0.06499999999999999,0.942831641990859,584.1681049428202,154.06888564820636,9
AADT_HDV,0.06999999999999999,0.9406138981075967,590.1820725792905,157.99530001268542,9
AADT_HDV,0.07499999999999998,0.9389935950685859,599.9363118261069,162.37286322661885,9
AADT_HDV,0.07999999999999999,0.9374022418394435,607.6562091684234,165.94631535011723,9
AADT_HDV,0.08499999999999998,0.9355766590136096,620.3846958276598,170.6843427791449,9
AADT_HDV,0.08999999999999998,0.9335634932761037,624.8998809836504,174.21424241401954,9
AADT_HDV,0.09499999999999999,0.9339638107805863,624.7175668216387,176.0222272741032,9
