response_var,error,r2,rmse,mae,run
AADT_MDV,0.0,0.9934586181454662,90.73036683446207,13.07049938439786,10
AADT_MDV,0.001,0.9878645115211234,123.84445133371183,20.6853927476057,10
AADT_MDV,0.002,0.9818273210726202,151.87582580641487,25.690650201954586,10
AADT_MDV,0.003,0.9801798398540524,157.80952523352775,29.19611508557446,10
AADT_MDV,0.004,0.9768238171549611,171.36602917084937,32.87171297891103,10
AADT_MDV,0.005,0.9738342791472613,183.02118594974797,36.154280531915695,10
AADT_MDV,0.006,0.970772303351413,193.30531097679426,39.27964118078131,10
AADT_MDV,0.007,0.968103548037588,201.38590477422636,42.19868088299727,10
AADT_MDV,0.008,0.9651662633098146,210.65454318918844,44.89865176348009,10
AADT_MDV,0.009000000000000001,0.9652299757319548,210.3254198434137,46.69916406100227,10
AADT_MDV,0.01,0.9600812021339441,224.81891833848033,49.29047517801836,10
AADT_MDV,0.015,0.9509962187695947,250.20841087977945,58.63306957183889,10
AADT_MDV,0.019999999999999997,0.9448868199420024,265.08368861074763,66.13457090622727,10
AADT_MDV,0.024999999999999998,0.9394850104237371,278.66289899677014,72.64073584711893,10
AADT_MDV,0.03,0.9376366734671991,279.34704440520085,77.18424011450936,10
AADT_MDV,0.034999999999999996,0.9323761325040777,292.2489593082364,81.62613955874086,10
AADT_MDV,0.039999999999999994,0.9304020546557854,296.5546704932199,85.74288966790758,10
AADT_MDV,0.045,0.9284547868248398,301.1156200221815,89.50420490597183,10
AADT_MDV,0.049999999999999996,0.9255652132460961,308.8493589813412,93.01821037414568,10
AADT_MDV,0.05499999999999999,0.9185588878311093,321.22961716583103,96.52952505433855,10
AADT_MDV,0.05999999999999999,0.920142952976208,319.2751675808809,98.86808480325806,10
AADT_MDV,0.06499999999999999,0.9184298405740747,322.4167223765289,100.84312979415522,10
AADT_MDV,0.06999999999999999,0.9134320015337096,331.40457194459174,103.96977553602727,10
AADT_MDV,0.07499999999999998,0.9104171716901782,338.4779075549287,106.46642176027892,10
AADT_MDV,0.07999999999999999,0.9090566311688659,338.61506688583034,108.59555760837276,10
AADT_MDV,0.08499999999999998,0.9093207050632972,338.83130226660415,110.03665819658401,10
AADT_MDV,0.08999999999999998,0.9087011657389586,340.9413652196078,112.71576512415474,10
AADT_MDV,0.09499999999999999,0.9066839397260451,344.0945018588709,113.50987860725802,10
AADT_HDV,0.0,0.9965080593181207,143.18831130906685,16.744363215434554,10
AADT_HDV,0.001,0.9931349939465399,201.2694627472984,24.814541843445664,10
AADT_HDV,0.002,0.990863102533317,232.01375121687812,30.680999906655863,10
AADT_HDV,0.003,0.9885010186096277,260.8050613793221,36.474661448269785,10
AADT_HDV,0.004,0.9870984380622775,276.2249518437167,41.0623979652285,10
AADT_HDV,0.005,0.9845834663762784,301.1633117164413,46.07584124359969,10
AADT_HDV,0.006,0.9827586563982332,319.214208655435,50.775385959458916,10
AADT_HDV,0.007,0.9814424365569019,330.92195705293443,54.60184335248453,10
AADT_HDV,0.008,0.97895008594924,352.00243692521974,59.24595577306104,10
AADT_HDV,0.009000000000000001,0.9783019527206136,358.487839301684,62.3430775605287,10
AADT_HDV,0.01,0.9771046841523954,367.8937843604002,65.84880922489515,10
AADT_HDV,0.015,0.9707613138654962,415.95331077559524,81.12681732863497,10
AADT_HDV,0.019999999999999997,0.9655098511461475,452.1117478927376,93.61087379251005,10
AADT_HDV,0.024999999999999998,0.9620750059152499,473.77410904329514,103.60226942922192,10
AADT_HDV,0.03,0.9574926492911511,500.7715253927071,112.91333010544268,10
AADT_HDV,0.034999999999999996,0.9552660221185971,514.3334424036608,120.28692077456216,10
AADT_HDV,0.039999999999999994,0.9515213551753636,534.5898812304993,128.26072701480103,10
AADT_HDV,0.045,0.9495545260245523,545.4810830602848,133.81929726108964,10
AADT_HDV,0.049999999999999996,0.9472199517027409,558.7414963353339,139.98910079623414,10
AADT_HDV,0.05499999999999999,0.9453446608718833,568.4715201581514,145.22313402523218,10
AADT_HDV,0.05999999999999999,0.9439507484303776,575.6373936272948,149.45515258665836,10
AADT_HDV,0.06499999999999999,0.9432746436986225,579.0003111947736,153.18059681229104,10
AADT_HDV,0.06999999999999999,0.9417973424207462,584.6574791312355,157.38050759911354,10
AADT_HDV,0.07499999999999998,0.9375403673683899,605.1083133507872,162.30709403716781,10
AADT_HDV,0.07999999999999999,0.9374139624423484,606.9849112462006,166.40302514258335,10
AADT_HDV,0.08499999999999998,0.935313313582169,618.1964688766127,170.0136640964601,10
AADT_HDV,0.08999999999999998,0.9347409413891773,620.9692177058372,172.8680764012199,10
AADT_HDV,0.09499999999999999,0.9329836660535287,629.716229519523,176.33208817806647,10
