response_var,error,r2,rmse,mae,run
AADT_HDV,0.0,0.9968789937972874,136.46047647813052,16.768931882893124,4
AADT_HDV,0.001,0.9967717590829426,137.5558037200327,17.124249606917566,4
AADT_HDV,0.002,0.9966269003467974,141.13151899269806,17.661941122401615,4
AADT_HDV,0.003,0.996706342071902,139.81351418706686,18.11365843545308,4
AADT_HDV,0.004,0.9967777764578686,137.88960052675463,18.566614678857693,4
AADT_HDV,0.005,0.9964763315292154,143.99449891439892,19.21602556862152,4
AADT_HDV,0.006,0.9964029868514016,145.8802385702277,19.624292903579494,4
AADT_HDV,0.007,0.9966531446249084,140.53836356417048,20.161361691899323,4
AADT_HDV,0.008,0.9967080765817687,139.91733449704927,20.6273336200827,4
AADT_HDV,0.009000000000000001,0.9967538198730242,139.00569405470924,21.07649528640969,4
AADT_HDV,0.01,0.9968098854998435,138.05208638077005,21.542257274911442,4
AADT_HDV,0.015,0.9966808578071713,140.14977939335353,24.24704474132473,4
AADT_HDV,0.019999999999999997,0.996421939494103,145.24509583731995,26.799811211214532,4
AADT_HDV,0.024999999999999998,0.9961752738757488,150.42900976897315,29.424717133789482,4
AADT_HDV,0.03,0.9964381763819372,145.2073734517553,32.12961958589285,4
AADT_HDV,0.034999999999999996,0.9961089162766588,152.05624886121748,34.69601084516438,4
AADT_HDV,0.039999999999999994,0.9958001950220285,157.66276790791585,37.52305877732136,4
AADT_HDV,0.045,0.9960481806596411,152.4150644848827,39.64470024957199,4
AADT_HDV,0.049999999999999996,0.9958205921779942,157.47124558871766,42.516934097282565,4
AADT_HDV,0.05499999999999999,0.9955437419537072,162.61507349811018,45.298077484246505,4
AADT_HDV,0.05999999999999999,0.9950070266490618,172.30337251608546,48.009956051962405,4
AADT_HDV,0.06499999999999999,0.9951184993431267,169.93361862788373,50.632767678489,4
AADT_HDV,0.06999999999999999,0.9942193556524692,185.19176261815866,53.25365224184057,4
AADT_HDV,0.07499999999999998,0.9941796448803796,185.66179792322927,56.06763305071636,4
AADT_HDV,0.07999999999999999,0.9939058249619868,189.21194768745065,58.52464712125571,4
AADT_HDV,0.08499999999999998,0.9935894217420421,194.1729756494178,61.35366035534686,4
AADT_HDV,0.08999999999999998,0.9933482286829484,198.35595416457164,64.209999206487,4
AADT_HDV,0.09499999999999999,0.9928509589812148,206.62661016281288,66.7142501905504,4
