response_var,error,r2,rmse,mae,run
AADT_MDV,0.0,0.9934483342039265,91.19818276467397,13.183697812851339,4
AADT_MDV,0.001,0.9848446467055131,138.13561127943547,20.898792916314143,4
AADT_MDV,0.002,0.9832095825319546,144.91310419449349,25.506131865062788,4
AADT_MDV,0.003,0.9799952190854179,159.5975373706398,29.470912241020745,4
AADT_MDV,0.004,0.976647414551276,173.10303001905243,33.0442445390689,4
AADT_MDV,0.005,0.9733111402956536,184.33751724698283,36.38676199095138,4
AADT_MDV,0.006,0.9715610682139674,190.48397749515044,39.22011035150654,4
AADT_MDV,0.007,0.9669841034581504,204.8123749112493,42.092573761031936,4
AADT_MDV,0.008,0.9635957166312082,215.5462976268562,44.9607943367796,4
AADT_MDV,0.009000000000000001,0.9636876462385475,214.0646864628637,46.93151462221538,4
AADT_MDV,0.01,0.9606167873606379,223.59798493482873,49.22548508652366,4
AADT_MDV,0.015,0.9534991557775152,244.0232069289235,58.63959493771829,4
AADT_MDV,0.019999999999999997,0.9481559802358153,255.84699214745984,65.84635012562036,4
AADT_MDV,0.024999999999999998,0.9405905158246759,274.5995775492651,72.12039743767261,4
AADT_MDV,0.03,0.9371000951859071,282.06589488041556,77.16746726786755,4
AADT_MDV,0.034999999999999996,0.9343791378558844,287.8933990780896,81.94783503252225,4
AADT_MDV,0.039999999999999994,0.9293428559356244,300.10715649590253,85.96337501314945,4
AADT_MDV,0.045,0.929372037709752,299.00181954587913,89.32808208259944,4
AADT_MDV,0.049999999999999996,0.9235051190103831,313.4277889902841,93.16742244355926,4
AADT_MDV,0.05499999999999999,0.9231224754528792,311.60164245474056,95.64345172954881,4
AADT_MDV,0.05999999999999999,0.9177301428372191,322.6572717698767,98.92367685960218,4
AADT_MDV,0.06499999999999999,0.9195188569508477,319.5285161463654,101.43183720658573,4
AADT_MDV,0.06999999999999999,0.913552608415278,331.7149483537423,104.06862978531406,4
AADT_MDV,0.07499999999999998,0.912396177301909,332.7918341411328,105.92371735244618,4
AADT_MDV,0.07999999999999999,0.9089910169968208,340.6246956317399,108.9295463014301,4
AADT_MDV,0.08499999999999998,0.908814863716964,340.56450664177567,110.48656404891932,4
AADT_MDV,0.08999999999999998,0.9085940257618471,341.8536295703182,112.08560564676671,4
AADT_MDV,0.09499999999999999,0.9036644287956053,350.12292404701674,114.40827183610705,4
AADT_HDV,0.0,0.9963975298969557,146.23598888497744,16.770254606744885,4
AADT_HDV,0.001,0.9925333514205871,210.24824422702983,25.020166660106266,4
AADT_HDV,0.002,0.9900373314682911,243.29385003446575,30.874915279204945,4
AADT_HDV,0.003,0.9887882558917911,257.32354418741807,36.12879120063075,4
AADT_HDV,0.004,0.9867524409470826,278.8709145666953,41.12782203235696,4
AADT_HDV,0.005,0.984393228406938,304.36921321838844,46.29026981274294,4
AADT_HDV,0.006,0.98349494432424,312.0126368180803,50.2921593263557,4
AADT_HDV,0.007,0.9811514865157582,334.39383883855504,54.88661094280528,4
AADT_HDV,0.008,0.9801066529145742,342.3426406209623,58.614477823940334,4
AADT_HDV,0.009000000000000001,0.978117359795562,360.71316110903246,62.48333344390269,4
AADT_HDV,0.01,0.9763536850181094,372.01808794098287,66.07266827492985,4
AADT_HDV,0.015,0.9689969054428871,427.70504536849654,82.11096941249038,4
AADT_HDV,0.019999999999999997,0.9654439882103825,451.70604658907877,93.50828971264008,4
AADT_HDV,0.024999999999999998,0.9621038171149212,472.3914101995711,103.65102948812266,4
AADT_HDV,0.03,0.9588444131665006,492.2150319366751,112.23093328262681,4
AADT_HDV,0.034999999999999996,0.9554907754091185,513.4005167308278,120.87983859155878,4
AADT_HDV,0.039999999999999994,0.9531324922860671,526.5685051822336,127.19037927078779,4
AADT_HDV,0.045,0.9502485298286162,543.6894662316874,134.0042737677013,4
AADT_HDV,0.049999999999999996,0.9483995887344555,550.4929401652868,138.35592910389056,4
AADT_HDV,0.05499999999999999,0.9462921861181259,562.0823633047081,144.03232930605662,4
AADT_HDV,0.05999999999999999,0.9446301453446826,570.8071601515684,148.69158880439298,4
AADT_HDV,0.06499999999999999,0.9421078297863584,583.967396563763,154.20871197012704,4
AADT_HDV,0.06999999999999999,0.9400398589729433,596.5864627823565,158.98545285025392,4
AADT_HDV,0.07499999999999998,0.9387933937694493,601.8307408373934,162.21954790017892,4
AADT_HDV,0.07999999999999999,0.9373019984291436,608.8598688626397,165.84919909868879,4
AADT_HDV,0.08499999999999998,0.9360180348552418,615.0249923712287,169.82880450830208,4
AADT_HDV,0.08999999999999998,0.9338621130402656,625.0637289572553,173.935352183113,4
AADT_HDV,0.09499999999999999,0.932955706656772,625.9069545064045,176.01971380769604,4
